2025-10-11 08:26:11,2025-10-11,08:26:11,2025,10,11,08,26,Veruca <3,z2Texdkbj6phORyGjmjQ-Np9v3mz-da0hEbbiS6Cx1o=,3426.2,8489.7,291.6
2025-10-11 08:26:11,2025-10-11,08:26:11,2025,10,11,08,26,Scumerica,PWf519tX3SE9iSC7qviI9KBt_SZwOMofmz8MIEbUwTM=,13906.4,13095.3,19.9
2025-10-11 08:31:11,2025-10-11,08:31:11,2025,10,11,08,31,Veruca <3,z2Texdkbj6phORyGjmjQ-Np9v3mz-da0hEbbiS6Cx1o=,3476.3,8575.0,292.8
2025-10-11 08:31:11,2025-10-11,08:31:11,2025,10,11,08,31,Scumerica,PWf519tX3SE9iSC7qviI9KBt_SZwOMofmz8MIEbUwTM=,13752.7,13025.3,42.7
2025-10-11 08:31:11,2025-10-11,08:31:11,2025,10,11,08,31,Grovesy,ieaAJp87VlyNe_zJFZe7gjXfWYT-MybPzJJM51rc5VM=,12776.9,10064.7,6.6
2025-10-11 08:36:11,2025-10-11,08:36:11,2025,10,11,08,36,Veruca <3,z2Texdkbj6phORyGjmjQ-Np9v3mz-da0hEbbiS6Cx1o=,3475.1,8519.2,292.6
2025-10-11 08:36:11,2025-10-11,08:36:11,2025,10,11,08,36,Scumerica,PWf519tX3SE9iSC7qviI9KBt_SZwOMofmz8MIEbUwTM=,3148.0,12758.3,205.1
2025-10-11 08:36:11,2025-10-11,08:36:11,2025,10,11,08,36,Grovesy,ieaAJp87VlyNe_zJFZe7gjXfWYT-MybPzJJM51rc5VM=,13624.5,10925.3,2.2
2025-10-11 08:44:44,2025-10-11,08:44:44,2025,10,11,08,44,Bengal,s-1Ov1ENrfUtM9Ira7aH5ibPHlombAF2opGqFUrvBGI=,12954.9,10074.7,6.2
2025-10-11 08:44:44,2025-10-11,08:44:44,2025,10,11,08,44,Scumerica,PWf519tX3SE9iSC7qviI9KBt_SZwOMofmz8MIEbUwTM=,12781.4,10062.7,6.6
2025-10-11 08:44:44,2025-10-11,08:44:44,2025,10,11,08,44,Captain Fubar,ieaAJp87VlyNe_zJFZe7gjXfWYT-MybPzJJM51rc5VM=,12759.9,10074.3,5.8
2025-10-11 08:49:44,2025-10-11,08:49:44,2025,10,11,08,49,Bengal,s-1Ov1ENrfUtM9Ira7aH5ibPHlombAF2opGqFUrvBGI=,3478.1,8594.6,294.0
2025-10-11 08:49:44,2025-10-11,08:49:44,2025,10,11,08,49,Scumerica,PWf519tX3SE9iSC7qviI9KBt_SZwOMofmz8MIEbUwTM=,12781.4,10062.7,6.6
2025-10-11 08:49:44,2025-10-11,08:49:44,2025,10,11,08,49,Captain Fubar,ieaAJp87VlyNe_zJFZe7gjXfWYT-MybPzJJM51rc5VM=,13639.3,10865.3,2.0
2025-10-11 08:49:44,2025-10-11,08:49:44,2025,10,11,08,49,Veruca <3,z2Texdkbj6phORyGjmjQ-Np9v3mz-da0hEbbiS6Cx1o=,3477.1,8595.3,294.0
2025-10-11 08:54:44,2025-10-11,08:54:44,2025,10,11,08,54,Bengal,s-1Ov1ENrfUtM9Ira7aH5ibPHlombAF2opGqFUrvBGI=,3512.9,8494.0,292.7
2025-10-11 08:54:44,2025-10-11,08:54:44,2025,10,11,08,54,Scumerica,PWf519tX3SE9iSC7qviI9KBt_SZwOMofmz8MIEbUwTM=,12746.3,10079.0,5.5
2025-10-11 08:54:44,2025-10-11,08:54:44,2025,10,11,08,54,Captain Fubar,ieaAJp87VlyNe_zJFZe7gjXfWYT-MybPzJJM51rc5VM=,13622.8,10923.6,2.2
2025-10-11 08:54:44,2025-10-11,08:54:44,2025,10,11,08,54,Veruca <3,z2Texdkbj6phORyGjmjQ-Np9v3mz-da0hEbbiS6Cx1o=,3212.8,8080.5,300.2
